mir,sapiens,denisovan,altai,vindja,chag,DiffSapDen,DiffSapVin,DiffSapAlt,DiffDenVin,DiffDenAlt,DiffAltVin,DiffSapCha,DiffVinCha,DiffDenCha,DiffAltCha
miR-106b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-301b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6786-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-149-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6769a-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1207-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-378f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-29c-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-10393-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6771-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4755-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4427,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-5197-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-378a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-708-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-5582-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4698,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-7851-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4656,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-613,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-223-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3617-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6823-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6856-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-503-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-2276-3p,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-8079,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6506-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4659a-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-448,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6511b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3185,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-767-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-4474-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3119,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4498,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-567,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3686,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-2113,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4752,1,2,2,2,2,-1,-1,-1,0,0,0,-1,0,0,0
miR-4760-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6883-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-5090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-12126,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6736-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6829-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-758-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-202-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6843-3p,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
miR-3620-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3121-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-148a-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4482-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-548ay-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4445-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let-7g-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6849-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-2115-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-658,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
miR-1299,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-876-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-522-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-570-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4793-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-147b-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-7110-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1224-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3907,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-548v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4753-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-767-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6515-5p,5,6,6,6,6,-1,-1,-1,0,0,0,-1,0,0,0
miR-1304-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-302a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-302b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-7153-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-219b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4286,0,1,0,1,1,-1,-1,0,0,1,-1,-1,0,0,-1
miR-610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-144-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4288,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6830-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4754,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
miR-6789-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4283,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-1266-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6789-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6775-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1-5p,1,2,1,1,1,-1,0,0,1,1,0,0,0,1,0
miR-6802-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-148b-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-7844-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548g-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4775,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4652-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6887-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-361-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5681b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3912-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3187-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4433b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4652-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6514-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-12119,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
miR-548p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-10399-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4735-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6837-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-550a-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-888-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-125b-1-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7856-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-5589-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6504-5p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-6865-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3691-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1238-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4511,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-937-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6716-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1249-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-2110,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6870-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6720-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-3944-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let-7i-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6776-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-25-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-4687-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4663,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-7847-3p,3,4,4,4,4,-1,-1,-1,0,0,0,-1,0,0,0
miR-4676-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3913-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-514a-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6729-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4677-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-200b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1295b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4328,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-3132,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3613-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6811-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-515-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-376a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4757-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-507,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-548t-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-1264,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6776-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-99a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4769-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-92a-1-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6740-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6515-3p,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-6730-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-766-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-887-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5195-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-519a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-362-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-127-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-374c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3927-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1301-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4686,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-5683,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-921,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-377-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-548e-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-516b-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-1250-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6861-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3655,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4667-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3615,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4731-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-519a-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548ad-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6891-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3165,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-5591-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-559,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-31-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-340-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6510-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-511-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6083,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-6820-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-203b-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6889-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-1908-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-33b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-519c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4645-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-615-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6077,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-451b,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-550b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4471,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-181d-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1911-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6869-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-380-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-662,1,0,1,1,1,1,0,0,-1,-1,0,0,0,-1,0
miR-3085-3p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-4635,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4778-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-12124,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-1291,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4496,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4667-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-302e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4659a-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-152-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-154-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4516,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4742-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-299-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1180-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-5690,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4774-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4640-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-198,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1295b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-675-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-585-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4294,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-7855-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3177-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3654,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4254,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-4703-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3180-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4538,5,5,4,5,5,0,0,1,0,1,-1,0,0,0,-1
miR-8068,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3922-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-8085,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6813-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4274,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4433a-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3129-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1268a,0,1,0,0,0,-1,0,0,1,1,0,0,0,1,0
miR-4488,2,0,2,2,2,2,0,0,-2,-2,0,0,0,-2,0
miR-196a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1913,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-580-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6854-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-548z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-433-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-99b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4666a-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4781-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-326,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-342-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3133,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-550a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3065-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-578,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-1287-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-33a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-9986,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6876-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4696,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-18a-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-488-5p,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-5000-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6892-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3689a-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-300,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4720-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4733-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-509-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-548ab,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-652-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-8055,2,2,2,8,2,0,-6,0,-6,0,-6,0,6,0,0
miR-6796-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6865-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-25-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-365a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520f-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4756-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6837-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-218-1-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-1228-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-632,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4641,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-302d-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-200a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-10396a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-193a-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-410-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-211-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4727-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-16-2-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-101-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-548ap-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-103a-2-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-378i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let-7d-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4470,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-6773-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6853-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-219a-2-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-634,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4318,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3065-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1306-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3662,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-6816-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4435,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7106-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-582-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-5587-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3198,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-197-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-627-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-1296-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-513a-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4251,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-215-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6874-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-655-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6827-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6841-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4727-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6855-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6767-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4691-5p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-1909-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4682,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6808-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6743-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
